file,class,method,variable,usage
D:\OOD\linkis-master\linkis-public-enhancements\linkis-configuration\src\main\java\org\apache\linkis\configuration\restful\api\ConfigurationRestfulApi.java,org.apache.linkis.configuration.restful.api.ConfigurationRestfulApi,"saveKeyValue/2[org.apache.linkis.configuration.restful.api.HttpServletRequest,java.util.Map<java.lang.String,java.lang.Object>]",configKeyService,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-configuration\src\main\java\org\apache\linkis\configuration\restful\api\ConfigurationRestfulApi.java,org.apache.linkis.configuration.restful.api.ConfigurationRestfulApi,"createSecondCategory/2[org.apache.linkis.configuration.restful.api.HttpServletRequest,org.apache.linkis.configuration.restful.api.JsonNode]",NULL,2
D:\OOD\linkis-master\linkis-public-enhancements\linkis-configuration\src\main\java\org\apache\linkis\configuration\restful\api\ConfigurationRestfulApi.java,org.apache.linkis.configuration.restful.api.ConfigurationRestfulApi,"createSecondCategory/2[org.apache.linkis.configuration.restful.api.HttpServletRequest,org.apache.linkis.configuration.restful.api.JsonNode]",categoryService,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-configuration\src\main\java\org\apache\linkis\configuration\restful\api\ConfigurationRestfulApi.java,org.apache.linkis.configuration.restful.api.ConfigurationRestfulApi,"getFullTreesByAppName/4[org.apache.linkis.configuration.restful.api.HttpServletRequest,java.lang.String,java.lang.String,java.lang.String]",configurationService,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-configuration\src\main\java\org\apache\linkis\configuration\restful\api\ConfigurationRestfulApi.java,org.apache.linkis.configuration.restful.api.ConfigurationRestfulApi,"getKeyValue/5[org.apache.linkis.configuration.restful.api.HttpServletRequest,java.lang.String,java.lang.String,java.lang.String,java.lang.String]",configKeyService,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-configuration\src\main\java\org\apache\linkis\configuration\restful\api\ConfigurationRestfulApi.java,org.apache.linkis.configuration.restful.api.ConfigurationRestfulApi,"updateCategoryInfo/2[org.apache.linkis.configuration.restful.api.HttpServletRequest,org.apache.linkis.configuration.restful.api.JsonNode]",categoryService,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,setDescription/1[java.lang.String],description,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,getUdfId/0,udfId,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,setBmlResourceVersion/1[java.lang.String],bmlResourceVersion,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,getBmlResourceVersion/0,bmlResourceVersion,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,getCreateTime/0,createTime,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,getMd5/0,md5,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,getUseFormat/0,useFormat,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,getId/0,id,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,getPublished/0,isPublished,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,getRegisterFormat/0,registerFormat,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,setUdfId/1[java.lang.Long],udfId,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,setBmlResourceId/1[java.lang.String],bmlResourceId,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,setRegisterFormat/1[java.lang.String],registerFormat,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,"UDFVersion/11[java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean,java.lang.String,java.lang.String,java.lang.String,java.util.Date,java.lang.String]",path,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,"UDFVersion/11[java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean,java.lang.String,java.lang.String,java.lang.String,java.util.Date,java.lang.String]",registerFormat,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,"UDFVersion/11[java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean,java.lang.String,java.lang.String,java.lang.String,java.util.Date,java.lang.String]",createTime,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,"UDFVersion/11[java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean,java.lang.String,java.lang.String,java.lang.String,java.util.Date,java.lang.String]",isPublished,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,"UDFVersion/11[java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean,java.lang.String,java.lang.String,java.lang.String,java.util.Date,java.lang.String]",useFormat,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,"UDFVersion/11[java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean,java.lang.String,java.lang.String,java.lang.String,java.util.Date,java.lang.String]",description,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,"UDFVersion/11[java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean,java.lang.String,java.lang.String,java.lang.String,java.util.Date,java.lang.String]",id,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,"UDFVersion/11[java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean,java.lang.String,java.lang.String,java.lang.String,java.util.Date,java.lang.String]",udfId,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,"UDFVersion/11[java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean,java.lang.String,java.lang.String,java.lang.String,java.util.Date,java.lang.String]",bmlResourceId,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,"UDFVersion/11[java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean,java.lang.String,java.lang.String,java.lang.String,java.util.Date,java.lang.String]",bmlResourceVersion,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,"UDFVersion/11[java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean,java.lang.String,java.lang.String,java.lang.String,java.util.Date,java.lang.String]",md5,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,getDescription/0,description,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,setPath/1[java.lang.String],path,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,setUseFormat/1[java.lang.String],useFormat,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,setMd5/1[java.lang.String],md5,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,setPublished/1[java.lang.Boolean],isPublished,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,setId/1[java.lang.Long],id,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,getBmlResourceId/0,bmlResourceId,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,getPath/0,path,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-udf\linkis-udf-common\src\main\java\org\apache\linkis\udf\entity\UDFVersion.java,org.apache.linkis.udf.entity.UDFVersion,setCreateTime/1[java.util.Date],createTime,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-server\src\main\java\org\apache\linkis\cs\execution\fetcher\ContextTypeContextSearchFetcher.java,org.apache.linkis.cs.execution.fetcher.ContextTypeContextSearchFetcher,fetch/1[org.apache.linkis.cs.execution.fetcher.ContextID],contextType,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-server\src\main\java\org\apache\linkis\cs\execution\fetcher\ContextTypeContextSearchFetcher.java,org.apache.linkis.cs.execution.fetcher.ContextTypeContextSearchFetcher,"ContextTypeContextSearchFetcher/2[org.apache.linkis.cs.contextcache.ContextCacheService,org.apache.linkis.cs.execution.fetcher.ContextType]",contextType,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-server\src\main\java\org\apache\linkis\cs\execution\matcher\ContainsContextSearchMatcher.java,org.apache.linkis.cs.execution.matcher.ContainsContextSearchMatcher,match/1[org.apache.linkis.cs.execution.matcher.ContextKeyValue],value,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-server\src\main\java\org\apache\linkis\cs\execution\matcher\ContainsContextSearchMatcher.java,org.apache.linkis.cs.execution.matcher.ContainsContextSearchMatcher,ContainsContextSearchMatcher/1[org.apache.linkis.cs.execution.matcher.ContainsCondition],value,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-basedata-manager\src\test\java\org\apache\linkis\basedatamanager\server\service\DatasourceTypeServiceTest.java,org.apache.linkis.basedatamanager.server.service.DatasourceTypeServiceTest,getListByPageTest/0,datasourceTypeMapper,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-basedata-manager\src\test\java\org\apache\linkis\basedatamanager\server\service\DatasourceTypeServiceTest.java,org.apache.linkis.basedatamanager.server.service.DatasourceTypeServiceTest,getListByPageTest/0,logger,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-basedata-manager\src\test\java\org\apache\linkis\basedatamanager\server\service\DatasourceTypeServiceTest.java,org.apache.linkis.basedatamanager.server.service.DatasourceTypeServiceTest,getListByPageTest/0,datasourceTypeService,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-label-common\src\main\java\org\apache\linkis\manager\label\utils\LabelUtils.java,org.apache.linkis.manager.label.utils.LabelUtils$Jackson,"convert/3[java.lang.Object,java.lang.Class<?>,java.lang.Class<?>[]]",mapper,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-label-common\src\main\java\org\apache\linkis\manager\label\utils\LabelUtils.java,org.apache.linkis.manager.label.utils.LabelUtils$Jackson,"toJson/2[java.lang.Object,java.lang.Class<?>]",mapper,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-label-common\src\main\java\org\apache\linkis\manager\label\utils\LabelUtils.java,org.apache.linkis.manager.label.utils.LabelUtils$Jackson,"fromJson/3[java.lang.String,java.lang.Class<?>,java.lang.Class<?>[]]",mapper,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-label-common\src\main\java\org\apache\linkis\manager\label\utils\LabelUtils.java,org.apache.linkis.manager.label.utils.LabelUtils$Jackson,"fromJson/2[java.lang.String,org.apache.linkis.manager.label.utils.JavaType]",mapper,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-label-common\src\main\java\org\apache\linkis\manager\label\utils\LabelUtils.java,org.apache.linkis.manager.label.utils.LabelUtils$Jackson,"convert/2[java.lang.Object,org.apache.linkis.manager.label.utils.JavaType]",mapper,1
D:\OOD\linkis-master\linkis-spring-cloud-services\linkis-service-gateway\linkis-gateway-httpclient-support\src\main\java\org\apache\linkis\httpclient\errorcode\LinkisGwHttpclientSupportErrorCodeSummary.java,org.apache.linkis.httpclient.errorcode.LinkisGwHttpclientSupportErrorCodeSummary,getErrorDesc/0,errorDesc,1
